Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 383,,Grogu - Mysterious Child,Normal,Condition:Near MintNear MintLightly PlayedModerately PlayedDamaged,Legendary,246/264,$3.37,Quantity:1123456789Add To Cart
Select table row 384,,Grogu - Mysterious Child (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,748,$4.60,Quantity:1123456789Add To Cart
Select table row 385,,Grogu - Mysterious Child (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Legendary,986,$6.81,Quantity:1123456789Add To Cart
Select table row 386,,Grogu - Mysterious Child (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,510,$4.29,Quantity:1123456789Add To Cart
Select table row 387,,Grogu - Mysterious Child (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1085,$6.91,Quantity:1123456789Add To Cart
Select table row 388,,Grogu - Mysterious Child (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1039,$6.32,Quantity:1123456789Add To Cart
Select table row 389,,Grogu - Mysterious Child (Serialized),Foil,Near Mint,Legendary,1131,$319.16,Quantity:1123456789Add To Cart
Select table row 390,,Guardian of the Whills,Normal,Near Mint,Common,058/264,$0.04,Quantity:1123456789Add To Cart
Select table row 391,,Guardian of the Whills (Foil),Foil,Near Mint,Common,560,$0.10,Quantity:1123456789Add To Cart
Select table row 392,,Guardian of the Whills (Hyperspace Foil),Foil,Near Mint,Common,798,$0.24,Quantity:1123456789Add To Cart
Select table row 393,,Guardian of the Whills (Hyperspace),Normal,Near Mint,Common,322,$0.24,Quantity:1123456789Add To Cart
Select table row 394,,Gungan Warrior,Normal,Near Mint,Common,247/264,$0.09,Quantity:1123456789Add To Cart
Select table row 395,,Gungan Warrior (Foil),Foil,Near Mint,Common,749,$0.16,Quantity:1123456789Add To Cart
Select table row 396,,Gungan Warrior (Hyperspace Foil),Foil,Near Mint,Common,987,$0.29,Quantity:1123456789Add To Cart
Select table row 397,,Gungan Warrior (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,511,$0.20,Quantity:1123456789Add To Cart
Select table row 398,,Gungi - Finding Himself,Normal,Condition:Near MintNear MintLightly Played,Uncommon,093/264,$0.33,Quantity:1123456789Add To Cart
Select table row 399,,Gungi - Finding Himself (Foil),Foil,Near Mint,Uncommon,595,$0.24,Quantity:1123456789Add To Cart
Select table row 400,,Gungi - Finding Himself (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,833,$0.59,Quantity:1123456789Add To Cart
Select table row 401,,Gungi - Finding Himself (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,357,$0.60,Quantity:1123456789Add To Cart
Select table row 402,,Gungi - Finding Himself (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1083,$7.32,Quantity:1123456789Add To Cart
Select table row 403,,Gungi - Finding Himself (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1037,$2.50,Quantity:1123456789Add To Cart
Select table row 404,,Gungi - Finding Himself (Serialized),Foil,Near Mint,Uncommon,1129,$98.33,Quantity:1123456789Add To Cart
Select table row 405,,"HK-47 - Exclamation: Die, Meatbag!",Normal,Condition:Near MintNear MintLightly PlayedModerately PlayedDamaged,Legendary,130/264,$12.87,Quantity:1123456789Add To Cart
Select table row 406,,"HK-47 - Exclamation: Die, Meatbag! (Foil)",Foil,Condition:Near MintNear MintLightly PlayedModerately PlayedDamaged,Legendary,632,$12.92,Quantity:1123456789Add To Cart
Select table row 407,,"HK-47 - Exclamation: Die, Meatbag! (Hyperspace Foil)",Foil,Condition:Near MintNear MintLightly Played,Legendary,870,$16.00,Quantity:1123456789Add To Cart
Select table row 408,,"HK-47 - Exclamation: Die, Meatbag! (Hyperspace)",Normal,Condition:Near MintNear MintLightly Played,Legendary,394,$15.17,Quantity:1123456789Add To Cart
Select table row 409,,HK-87 Assassin Droid,Normal,Condition:Near MintNear MintLightly Played,Uncommon,235/264,$0.11,Quantity:1123456789Add To Cart
Select table row 410,,HK-87 Assassin Droid (Foil),Foil,Near Mint,Uncommon,737,$0.09,Quantity:1123456789Add To Cart
Select table row 411,,HK-87 Assassin Droid (Hyperspace Foil),Foil,Condition:Near MintNear MintModerately Played,Uncommon,975,$0.33,Quantity:1123456789Add To Cart
Select table row 412,,HK-87 Assassin Droid (Hyperspace),Normal,Near Mint,Uncommon,499,$0.21,Quantity:1123456789Add To Cart
Select table row 413,,Heavy Blaster Cannon,Normal,Condition:Near MintNear MintLightly Played,Rare,171/264,$0.31,Quantity:1123456789Add To Cart
Select table row 414,,Heavy Blaster Cannon (Foil),Foil,Near Mint,Rare,673,$0.20,Quantity:1123456789Add To Cart
Select table row 415,,Heavy Blaster Cannon (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,911,$0.68,Quantity:1123456789Add To Cart
Select table row 416,,Heavy Blaster Cannon (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,435,$0.63,Quantity:1123456789Add To Cart
Select table row 417,,Heavy Missile Gunship,Normal,Condition:Near MintNear MintLightly Played,Uncommon,134/264,$0.08,Quantity:1123456789Add To Cart
Select table row 418,,Heavy Missile Gunship (Foil),Foil,Near Mint,Uncommon,636,$0.13,Quantity:1123456789Add To Cart
Select table row 419,,Heavy Missile Gunship (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,874,$0.26,Quantity:1123456789Add To Cart
Select table row 420,,Heavy Missile Gunship (Hyperspace),Normal,Near Mint,Uncommon,398,$0.23,Quantity:1123456789Add To Cart
Select table row 421,,Heirloom Lightsaber,Normal,Condition:Near MintNear MintLightly Played,Common,053/264,$0.12,Quantity:1123456789Add To Cart
Select table row 422,,Heirloom Lightsaber (Foil),Foil,Near Mint,Common,555,$0.15,Quantity:1123456789Add To Cart
Select table row 423,,Heirloom Lightsaber (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,793,$0.58,Quantity:1123456789Add To Cart
Select table row 424,,Heirloom Lightsaber (Hyperspace),Normal,Near Mint,Common,317,$0.29,Quantity:1123456789Add To Cart
Select table row 425,,Hive Defense Wing,Normal,Condition:Near MintNear MintLightly Played,Common,110/264,$0.07,Quantity:1123456789Add To Cart
Select table row 426,,Hive Defense Wing (Foil),Foil,Near Mint,Common,612,$0.15,Quantity:1123456789Add To Cart
Select table row 427,,Hive Defense Wing (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,850,$0.27,Quantity:1123456789Add To Cart
Select table row 428,,Hive Defense Wing (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,374,$0.15,Quantity:1123456789Add To Cart
Select table row 429,,Hunting Nexu,Normal,Near Mint,Common,162/264,$0.04,Quantity:1123456789Add To Cart
Select table row 430,,Hunting Nexu (Foil),Foil,Near Mint,Common,664,$0.09,Quantity:1123456789Add To Cart
Select table row 431,,Hunting Nexu (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,902,$0.21,Quantity:1123456789Add To Cart
Select table row 432,,Hunting Nexu (Hyperspace),Normal,Near Mint,Common,426,$0.13,Quantity:1123456789Add To Cart
Select table row 433,,Hyena Bomber,Normal,Near Mint,Common,158/264,$0.05,Quantity:1123456789Add To Cart
Select table row 434,,Hyena Bomber (Foil),Foil,Near Mint,Common,660,$0.13,Quantity:1123456789Add To Cart
Select table row 435,,Hyena Bomber (Hyperspace Foil),Foil,Near Mint,Common,898,$0.20,Quantity:1123456789Add To Cart
Select table row 436,,Hyena Bomber (Hyperspace),Normal,Near Mint,Common,422,$0.15,Quantity:1123456789Add To Cart
Select table row 437,,Hyperspace Wayfarer,Normal,Near Mint,Common,119/264,$0.06,Quantity:1123456789Add To Cart
Select table row 438,,Hyperspace Wayfarer (Foil),Foil,Near Mint,Common,621,$0.17,Quantity:1123456789Add To Cart
Select table row 439,,Hyperspace Wayfarer (Hyperspace Foil),Foil,Near Mint,Common,859,$0.18,Quantity:1123456789Add To Cart
Select table row 440,,Hyperspace Wayfarer (Hyperspace),Normal,Near Mint,Common,383,$0.20,Quantity:1123456789Add To Cart
Select table row 441,,Impossible Escape,Normal,Condition:Near MintNear MintLightly Played,Uncommon,218/264,$0.09,Quantity:1123456789Add To Cart
Select table row 442,,Impossible Escape (Foil),Foil,Near Mint,Uncommon,720,$0.18,Quantity:1123456789Add To Cart
Select table row 443,,Impossible Escape (Hyperspace Foil),Foil,Near Mint,Uncommon,958,$0.43,Quantity:1123456789Add To Cart
Select table row 444,,Impossible Escape (Hyperspace),Normal,Near Mint,Uncommon,482,$0.22,Quantity:1123456789Add To Cart
Select table row 445,,In the Shadows,Normal,Near Mint,Common,241/264,$0.07,Quantity:1123456789Add To Cart
Select table row 446,,In the Shadows (Foil),Foil,Near Mint,Common,743,$0.10,Quantity:1123456789Add To Cart
Select table row 447,,In the Shadows (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,981,$0.22,Quantity:1123456789Add To Cart
Select table row 448,,In the Shadows (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,505,$0.16,Quantity:1123456789Add To Cart
Select table row 449,,Infused Brawler,Normal,Condition:Near MintNear MintLightly Played,Uncommon,156/264,$0.06,Quantity:1123456789Add To Cart
Select table row 450,,Infused Brawler (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,658,$0.18,Quantity:1123456789Add To Cart
Select table row 451,,Infused Brawler (Hyperspace Foil),Foil,Near Mint,Uncommon,896,$0.52,Quantity:1123456789Add To Cart
Select table row 452,,Infused Brawler (Hyperspace),Normal,Near Mint,Uncommon,420,$0.30,Quantity:1123456789Add To Cart
Select table row 453,,Inquisitor's Lightsaber,Normal,Near Mint,Common,090/264,$0.07,Quantity:1123456789Add To Cart
Select table row 454,,Inquisitor's Lightsaber (Foil),Foil,Near Mint,Common,592,$0.09,Quantity:1123456789Add To Cart
Select table row 455,,Inquisitor's Lightsaber (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,830,$0.30,Quantity:1123456789Add To Cart
Select table row 456,,Inquisitor's Lightsaber (Hyperspace),Normal,Near Mint,Common,354,$0.18,Quantity:1123456789Add To Cart
Select table row 457,,Invasion Control Ship,Normal,Condition:Near MintNear MintLightly Played,Rare,169/264,$0.38,Quantity:1123456789Add To Cart
Select table row 458,,Invasion Control Ship (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,671,$0.32,Quantity:1123456789Add To Cart
Select table row 459,,Invasion Control Ship (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,909,$2.12,Quantity:1123456789Add To Cart
Select table row 460,,Invasion Control Ship (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,433,$1.08,Quantity:1123456789Add To Cart
Select table row 461,,It's Worse,Normal,Near Mint,Common,264/264,$0.07,Quantity:1123456789Add To Cart
Select table row 462,,It's Worse (Foil),Foil,Near Mint,Common,766,$0.14,Quantity:1123456789Add To Cart
Select table row 463,,It's Worse (Hyperspace Foil),Foil,Near Mint,Common,1004,$0.20,Quantity:1123456789Add To Cart
Select table row 464,,It's Worse (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,528,$0.19,Quantity:1123456789Add To Cart
Select table row 465,,Itinerant Warrior,Normal,Condition:Near MintNear MintLightly Played,Common,048/264,$0.10,Quantity:1123456789Add To Cart
Select table row 466,,Itinerant Warrior (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,550,$0.25,Quantity:1123456789Add To Cart
Select table row 467,,Itinerant Warrior (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,788,$0.71,Quantity:1123456789Add To Cart
Select table row 468,,Itinerant Warrior (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,312,$0.43,Quantity:1123456789Add To Cart
Select table row 469,,J-Type Nubian Starship,Normal,Near Mint,Common,194/264,$0.07,Quantity:1123456789Add To Cart
Select table row 470,,J-Type Nubian Starship (Foil),Foil,Near Mint,Common,696,$0.13,Quantity:1123456789Add To Cart
Select table row 471,,J-Type Nubian Starship (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,934,$0.34,Quantity:1123456789Add To Cart
Select table row 472,,J-Type Nubian Starship (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,458,$0.18,Quantity:1123456789Add To Cart
Select table row 473,,Jedi Consular,Normal,Condition:Near MintNear MintLightly Played,Common,094/264,$0.11,Quantity:1123456789Add To Cart
Select table row 474,,Jedi Consular (Foil),Foil,Near Mint,Common,596,$0.21,Quantity:1123456789Add To Cart
Select table row 475,,Jedi Consular (Hyperspace Foil),Foil,Near Mint,Common,834,$0.76,Quantity:1123456789Add To Cart
Select table row 476,,Jedi Consular (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,358,$0.23,Quantity:1123456789Add To Cart
Select table row 477,,Jedi Guardian,Normal,Condition:Near MintNear MintLightly Played,Common,049/264,$0.07,Quantity:1123456789Add To Cart
Select table row 478,,Jedi Guardian (Foil),Foil,Near Mint,Common,551,$0.12,Quantity:1123456789Add To Cart
Select table row 479,,Jedi Guardian (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,789,$0.21,Quantity:1123456789Add To Cart
Select table row 480,,Jedi Guardian (Hyperspace),Normal,Near Mint,Common,313,$0.18,Quantity:1123456789Add To Cart
Select table row 481,,Jedi Holocron,Normal,Condition:Near MintNear MintLightly PlayedDamaged,Rare,051/264,$0.25,Quantity:1123456789Add To Cart
Select table row 482,,Jedi Holocron (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,553,$0.30,Quantity:1123456789Add To Cart
Select table row 483,,Jedi Holocron (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,791,$0.90,Quantity:1123456789Add To Cart
Select table row 484,,Jedi Holocron (Hyperspace),Normal,Near Mint,Rare,315,$0.42,Quantity:1123456789Add To Cart
Select table row 485,,Jedi In Hiding,Normal,Condition:Near MintNear MintLightly Played,Common,159/264,$0.07,Quantity:1123456789Add To Cart
Select table row 486,,Jedi In Hiding (Foil),Foil,Near Mint,Common,661,$0.26,Quantity:1123456789Add To Cart
Select table row 487,,Jedi In Hiding (Hyperspace Foil),Foil,Near Mint,Common,899,$0.56,Quantity:1123456789Add To Cart
Select table row 488,,Jedi In Hiding (Hyperspace),Normal,Near Mint,Common,423,$0.34,Quantity:1123456789Add To Cart
Select table row 489,,Jedi Knight,Normal,Condition:Near MintNear MintLightly Played,Common,145/264,$0.06,Quantity:1123456789Add To Cart
Select table row 490,,Jedi Knight (Foil),Foil,Near Mint,Common,647,$0.15,Quantity:1123456789Add To Cart
Select table row 491,,Jedi Knight (Hyperspace Foil),Foil,Near Mint,Common,885,$0.41,Quantity:1123456789Add To Cart
Select table row 492,,Jedi Knight (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,409,$0.22,Quantity:1123456789Add To Cart
Select table row 493,,Jedi Sentinel,Normal,Near Mint,Common,196/264,$0.07,Quantity:1123456789Add To Cart
Select table row 494,,Jedi Sentinel (Foil),Foil,Near Mint,Common,698,$0.16,Quantity:1123456789Add To Cart
Select table row 495,,Jedi Sentinel (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,936,$0.33,Quantity:1123456789Add To Cart
Select table row 496,,Jedi Sentinel (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,460,$0.22,Quantity:1123456789Add To Cart
Select table row 497,,Jedi Starfighter,Normal,Condition:Near MintNear MintLightly Played,Common,144/264,$0.09,Quantity:1123456789Add To Cart
Select table row 498,,Jedi Starfighter (Foil),Foil,Near Mint,Common,646,$0.11,Quantity:1123456789Add To Cart
Select table row 499,,Jedi Starfighter (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,884,$0.41,Quantity:1123456789Add To Cart
Select table row 500,,Jedi Starfighter (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,408,$0.22,Quantity:1123456789Add To Cart
Select table row 501,,Jedi Temple // Experience,Normal,Near Mint,Common,023/264 // T01/T03,$0.07,Quantity:1123456789Add To Cart
Select table row 502,,Jedi Temple // Experience (Hyperspace),Normal,Near Mint,Common,287 // T01,$1.06,Quantity:1123456789Add To Cart
Select table row 503,,Jedi Temple // Force,Normal,Near Mint,Common,023/264 // T03/T03,$0.11,Quantity:1123456789Add To Cart
Select table row 504,,Jedi Temple // Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,287 // T04,$0.16,Quantity:1123456789Add To Cart
Select table row 505,,Jedi Temple // Shield,Normal,Condition:Near MintNear MintLightly Played,Common,023/264 // T02/T03,$0.10,Quantity:1123456789Add To Cart
Select table row 506,,Jedi Temple // Shield (Hyperspace),Normal,Near Mint,Common,287 // T02,$0.49,Quantity:1123456789Add To Cart
Select table row 507,,Jedi Temple Guards,Normal,Condition:Near MintNear MintLightly Played,Common,113/264,$0.08,Quantity:1123456789Add To Cart
Select table row 508,,Jedi Temple Guards (Foil),Foil,Near Mint,Common,615,$0.13,Quantity:1123456789Add To Cart
Select table row 509,,Jedi Temple Guards (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,853,$0.26,Quantity:1123456789Add To Cart
Select table row 510,,Jedi Temple Guards (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,377,$0.22,Quantity:1123456789Add To Cart
Select table row 511,,Jedi Trials,Normal,Condition:Near MintNear MintLightly Played,Rare,052/264,$0.28,Quantity:1123456789Add To Cart
Select table row 512,,Jedi Trials (Foil),Foil,Near Mint,Rare,554,$0.19,Quantity:1123456789Add To Cart
Select table row 513,,Jedi Trials (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,792,$1.15,Quantity:1123456789Add To Cart
Select table row 514,,Jedi Trials (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,316,$0.63,Quantity:1123456789Add To Cart
Select table row 515,,Jedi Vector,Normal,Condition:Near MintNear MintLightly Played,Uncommon,244/264,$0.08,Quantity:1123456789Add To Cart
Select table row 516,,Jedi Vector (Foil),Foil,Near Mint,Uncommon,746,$0.22,Quantity:1123456789Add To Cart
Select table row 517,,Jedi Vector (Hyperspace Foil),Foil,Near Mint,Uncommon,984,$0.32,Quantity:1123456789Add To Cart
Select table row 518,,Jedi Vector (Hyperspace),Normal,Near Mint,Uncommon,508,$0.19,Quantity:1123456789Add To Cart
Select table row 519,,Jocasta Nu - The Gift of Knowledge,Normal,Condition:Near MintNear MintLightly Played,Uncommon,248/264,$0.09,Quantity:1123456789Add To Cart
Select table row 520,,Jocasta Nu - The Gift of Knowledge (Foil),Foil,Near Mint,Uncommon,750,$0.17,Quantity:1123456789Add To Cart
Select table row 521,,Jocasta Nu - The Gift of Knowledge (Hyperspace Foil),Foil,Near Mint,Uncommon,988,$0.42,Quantity:1123456789Add To Cart
Select table row 522,,Jocasta Nu - The Gift of Knowledge (Hyperspace),Normal,Near Mint,Uncommon,512,$0.23,Quantity:1123456789Add To Cart
Select table row 523,,Jocasta Nu - The Gift of Knowledge (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1084,$1.43,Quantity:1123456789Add To Cart
Select table row 524,,Jocasta Nu - The Gift of Knowledge (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1038,$0.89,Quantity:1123456789Add To Cart
Select table row 525,,Kaadu,Normal,Condition:Near MintNear MintLightly Played,Common,114/264,$0.04,Quantity:1123456789Add To Cart
Select table row 526,,Kaadu (Foil),Foil,Near Mint,Common,616,$0.13,Quantity:1123456789Add To Cart
Select table row 527,,Kaadu (Hyperspace Foil),Foil,Near Mint,Common,854,$0.21,Quantity:1123456789Add To Cart
Select table row 528,,Kaadu (Hyperspace),Normal,Near Mint,Common,378,$0.16,Quantity:1123456789Add To Cart
Select table row 529,,Kanan Jarrus - Help Us Survive,Normal,Condition:Near MintNear MintLightly Played,Rare,004/264,$0.20,Quantity:1123456789Add To Cart
Select table row 530,,Kanan Jarrus - Help Us Survive (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,268,$0.37,Quantity:1123456789Add To Cart
Select table row 531,,Kanan Jarrus - Help Us Survive (Showcase),Foil,Condition:Near MintNear MintLightly Played,Rare,1008,$96.84,Quantity:1123456789Add To Cart
Select table row 532,,Karis - We Don't Like Strangers,Normal,Condition:Near MintNear MintLightly Played,Uncommon,031/264,$0.16,Quantity:1123456789Add To Cart
Select table row 533,,Karis - We Don't Like Strangers (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,533,$0.17,Quantity:1123456789Add To Cart
Select table row 534,,Karis - We Don't Like Strangers (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,771,$0.74,Quantity:1123456789Add To Cart
Select table row 535,,Karis - We Don't Like Strangers (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,295,$0.36,Quantity:1123456789Add To Cart
Select table row 536,,Karis - We Don't Like Strangers (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1075,$6.05,Quantity:1123456789Add To Cart
Select table row 537,,Karis - We Don't Like Strangers (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1029,$3.05,Quantity:1123456789Add To Cart
Select table row 538,,Karis - We Don't Like Strangers (Serialized),Foil,Near Mint,Uncommon,1121,$20.00,Quantity:1123456789Add To Cart
Select table row 539,,Kelleran Beq - The Sabered Hand,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Uncommon,100/264,$0.19,Quantity:1123456789Add To Cart
Select table row 540,,Kelleran Beq - The Sabered Hand (Foil),Foil,Near Mint,Uncommon,602,$0.24,Quantity:1123456789Add To Cart
Select table row 541,,Kelleran Beq - The Sabered Hand (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Uncommon,840,$0.93,Quantity:1123456789Add To Cart
Select table row 542,,Kelleran Beq - The Sabered Hand (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,364,$0.77,Quantity:1123456789Add To Cart
Select table row 543,,Kelleran Beq - The Sabered Hand (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1086,$7.16,Quantity:1123456789Add To Cart
Select table row 544,,Kelleran Beq - The Sabered Hand (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1040,$3.82,Quantity:1123456789Add To Cart
Select table row 545,,Ki-Adi-Mundi - We Must Push On,Normal,Condition:Near MintNear MintLightly Played,Uncommon,146/264,$0.39,Quantity:1123456789Add To Cart
Select table row 546,,Ki-Adi-Mundi - We Must Push On (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,648,$0.32,Quantity:1123456789Add To Cart
Select table row 547,,Ki-Adi-Mundi - We Must Push On (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,886,$1.03,Quantity:1123456789Add To Cart
Select table row 548,,Ki-Adi-Mundi - We Must Push On (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,410,$1.01,Quantity:1123456789Add To Cart
Select table row 549,,Ki-Adi-Mundi - We Must Push On (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1104,$20.58,Quantity:1123456789Add To Cart
Select table row 550,,Ki-Adi-Mundi - We Must Push On (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1058,$6.31,Quantity:1123456789Add To Cart
Select table row 551,,Ki-Adi-Mundi - We Must Push On (Serialized),Foil,Near Mint,Uncommon,1150,$121.89,Quantity:1123456789Add To Cart
Select table row 552,,Kit Fisto - Focused Jedi Master,Normal,Condition:Near MintNear MintLightly Played,Common,011/264,$0.06,Quantity:1123456789Add To Cart
Select table row 553,,Kit Fisto - Focused Jedi Master (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,275,$0.16,Quantity:1123456789Add To Cart
Select table row 554,,Kit Fisto - Focused Jedi Master (Showcase),Foil,Condition:Near MintNear MintLightly PlayedModerately Played,Common,1015,$60.27,Quantity:1123456789Add To Cart
Select table row 555,,Kit Fisto's Aethersprite - Good Hunting,Normal,Condition:Near MintNear MintLightly Played,Rare,147/264,$0.55,Quantity:1123456789Add To Cart
Select table row 556,,Kit Fisto's Aethersprite - Good Hunting (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,649,$0.63,Quantity:1123456789Add To Cart
Select table row 557,,Kit Fisto's Aethersprite - Good Hunting (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,887,$2.67,Quantity:1123456789Add To Cart
Select table row 558,,Kit Fisto's Aethersprite - Good Hunting (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,411,$2.26,Quantity:1123456789Add To Cart
Select table row 559,,Knight of Ren,Normal,Near Mint,Common,084/264,$0.09,Quantity:1123456789Add To Cart
Select table row 560,,Knight of Ren (Foil),Foil,Near Mint,Common,586,$0.13,Quantity:1123456789Add To Cart
Select table row 561,,Knight of Ren (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,824,$0.35,Quantity:1123456789Add To Cart
Select table row 562,,Knight of Ren (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,348,$0.22,Quantity:1123456789Add To Cart
Select table row 563,,Knight's Saber,Normal,Condition:Near MintNear MintLightly Played,Common,151/264,$0.10,Quantity:1123456789Add To Cart
Select table row 564,,Knight's Saber (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,653,$0.12,Quantity:1123456789Add To Cart
Select table row 565,,Knight's Saber (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,891,$0.35,Quantity:1123456789Add To Cart
Select table row 566,,Knight's Saber (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,415,$0.23,Quantity:1123456789Add To Cart
Select table row 567,,Kowakian Monkey-Lizard,Normal,Near Mint,Common,257/264,$0.05,Quantity:1123456789Add To Cart
Select table row 568,,Kowakian Monkey-Lizard (Foil),Foil,Near Mint,Common,759,$0.10,Quantity:1123456789Add To Cart
Select table row 569,,Kowakian Monkey-Lizard (Hyperspace Foil),Foil,Near Mint,Common,997,$0.22,Quantity:1123456789Add To Cart
Select table row 570,,Kowakian Monkey-Lizard (Hyperspace),Normal,Near Mint,Common,521,$0.15,Quantity:1123456789Add To Cart
Select table row 571,,Kylo Ren - I Know Your Story,Normal,Condition:Near MintNear MintLightly Played,Uncommon,229/264,$0.13,Quantity:1123456789Add To Cart
Select table row 572,,Kylo Ren - I Know Your Story (Foil),Foil,Near Mint,Uncommon,731,$0.25,Quantity:1123456789Add To Cart
Select table row 573,,Kylo Ren - I Know Your Story (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,969,$0.65,Quantity:1123456789Add To Cart
Select table row 574,,Kylo Ren - I Know Your Story (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,493,$0.57,Quantity:1123456789Add To Cart
Select table row 575,,Kylo Ren - I Know Your Story (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1076,$4.51,Quantity:1123456789Add To Cart
Select table row 576,,Kylo Ren - I Know Your Story (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1030,$2.69,Quantity:1123456789Add To Cart
Select table row 577,,Kylo Ren - We're Not Done Yet,Normal,Condition:Near MintNear MintLightly Played,Rare,001/264,$0.16,Quantity:1123456789Add To Cart
Select table row 578,,Kylo Ren - We're Not Done Yet (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,265,$0.34,Quantity:1123456789Add To Cart
