Name,Type,Rarity,Number,Quantity
The Son - Embodiment of Darkness,Prestige,Rare,1064,
The Son - Embodiment of Darkness,Prestige Foil,Rare,1110,
The Son - Embodiment of Darkness,Serialized,Rare,1156,
Darth Revan's Lightsabers,Normal,Rare,238/264,
Darth Revan's Lightsabers,Hyperspace,Rare,502,
Darth Revan's Lightsabers,Foil,Rare,740,
Darth Revan's Lightsabers,Hyperspace Foil,Rare,978,
Consumed by the Dark Side,Normal,Common,239/264,
Consumed by the Dark Side,Hyperspace,Common,503,
Consumed by the Dark Side,Foil,Common,741,
Consumed by the Dark Side,Hyperspace Foil,Common,979,
Flight of the Inquisitor,Normal,Uncommon,240/264,
Flight of the Inquisitor,Hyperspace,Uncommon,504,
Flight of the Inquisitor,Foil,Uncommon,742,
Flight of the Inquisitor,Hyperspace Foil,Uncommon,980,
In the Shadows,Normal,Common,241/264,
In the Shadows,Hyperspace,Common,505,
In the Shadows,Foil,Common,743,
In the Shadows,Hyperspace Foil,Common,981,
Refugee of The Path,Normal,Common,242/264,
Refugee of The Path,Hyperspace,Common,506,
Refugee of The Path,Foil,Common,744,
Refugee of The Path,Hyperspace Foil,Common,982,
Caretaker Matron,Normal,Uncommon,243/264,
Caretaker Matron,Hyperspace,Uncommon,507,
Caretaker Matron,Foil,Uncommon,745,
Caretaker Matron,Hyperspace Foil,Uncommon,983,
Jedi Vector,Normal,Uncommon,244/264,
Jedi Vector,Hyperspace,Uncommon,508,
Jedi Vector,Foil,Uncommon,746,
Jedi Vector,Hyperspace Foil,Uncommon,984,
Vulptex,Normal,Common,245/264,
Vulptex,Hyperspace,Common,509,
Vulptex,Foil,Common,747,
Vulptex,Hyperspace Foil,Common,985,
Grogu - Mysterious Child,Normal,Legendary,246/264,
Grogu - Mysterious Child,Hyperspace,Legendary,510,
Grogu - Mysterious Child,Foil,Legendary,748,
Grogu - Mysterious Child,Hyperspace Foil,Legendary,986,
Grogu - Mysterious Child,Prestige,Legendary,1039,
Grogu - Mysterious Child,Prestige Foil,Legendary,1085,
Grogu - Mysterious Child,Serialized,Legendary,1131,
Gungan Warrior,Normal,Common,247/264,
Gungan Warrior,Hyperspace,Common,511,
Gungan Warrior,Foil,Common,749,
Gungan Warrior,Hyperspace Foil,Common,987,
Jocasta Nu - The Gift of Knowledge,Normal,Uncommon,248/264,
Jocasta Nu - The Gift of Knowledge,Hyperspace,Uncommon,512,
Jocasta Nu - The Gift of Knowledge,Foil,Uncommon,750,
Jocasta Nu - The Gift of Knowledge,Hyperspace Foil,Uncommon,988,
Jocasta Nu - The Gift of Knowledge,Prestige,Uncommon,1038,
Jocasta Nu - The Gift of Knowledge,Prestige Foil,Uncommon,1084,
Luke Skywalker - A Hero's Beginning,Normal,Rare,249/264,
Luke Skywalker - A Hero's Beginning,Hyperspace,Rare,513,
Luke Skywalker - A Hero's Beginning,Foil,Rare,751,
Luke Skywalker - A Hero's Beginning,Hyperspace Foil,Rare,989,
Luke Skywalker - A Hero's Beginning,Prestige,Rare,1033,
Luke Skywalker - A Hero's Beginning,Prestige Foil,Rare,1079,
Luke Skywalker - A Hero's Beginning,Serialized,Rare,1125,
Medical Frigate,Normal,Common,250/264,
Medical Frigate,Hyperspace,Common,514,
Medical Frigate,Foil,Common,752,
Medical Frigate,Hyperspace Foil,Common,990,
Blue Squadron Assault Wing,Normal,Common,251/264,
Blue Squadron Assault Wing,Hyperspace,Common,515,
Blue Squadron Assault Wing,Foil,Common,753,
Blue Squadron Assault Wing,Hyperspace Foil,Common,991,
The Daughter - Embodiment of Light,Normal,Rare,252/264,
The Daughter - Embodiment of Light,Hyperspace,Rare,516,
The Daughter - Embodiment of Light,Foil,Rare,754,
The Daughter - Embodiment of Light,Hyperspace Foil,Rare,992,
The Daughter - Embodiment of Light,Prestige,Rare,1062,
The Daughter - Embodiment of Light,Prestige Foil,Rare,1108,
The Daughter - Embodiment of Light,Serialized,Rare,1154,
Longbeam Cruiser,Normal,Common,253/264,
Longbeam Cruiser,Hyperspace,Common,517,
Longbeam Cruiser,Foil,Common,755,
Longbeam Cruiser,Hyperspace Foil,Common,993,
Porg,Normal,Common,254/264,
Porg,Hyperspace,Common,518,
Porg,Foil,Common,756,
Porg,Hyperspace Foil,Common,994,
Curious Flock,Normal,Common,255/264,
Curious Flock,Hyperspace,Common,519,
Curious Flock,Foil,Common,757,
Curious Flock,Hyperspace Foil,Common,995,
Gifted Urchin,Normal,Common,256/264,
Gifted Urchin,Hyperspace,Common,520,
Gifted Urchin,Foil,Common,758,
Gifted Urchin,Hyperspace Foil,Common,996,
Kowakian Monkey-Lizard,Normal,Common,257/264,
Kowakian Monkey-Lizard,Hyperspace,Common,521,
Kowakian Monkey-Lizard,Foil,Common,759,
Kowakian Monkey-Lizard,Hyperspace Foil,Common,997,
Peli Motto - I Should Charge You More,Normal,Uncommon,258/264,
Peli Motto - I Should Charge You More,Hyperspace,Uncommon,522,
Peli Motto - I Should Charge You More,Foil,Uncommon,760,
Peli Motto - I Should Charge You More,Hyperspace Foil,Uncommon,998,
Ravening Gundark,Normal,Common,259/264,
Ravening Gundark,Hyperspace,Common,523,
Ravening Gundark,Foil,Common,761,
Ravening Gundark,Hyperspace Foil,Common,999,
The Father - Maintaining Balance,Normal,Legendary,260/264,
The Father - Maintaining Balance,Hyperspace,Legendary,524,
The Father - Maintaining Balance,Foil,Legendary,762,
The Father - Maintaining Balance,Hyperspace Foil,Legendary,1000,
The Father - Maintaining Balance,Prestige,Legendary,1063,
The Father - Maintaining Balance,Prestige Foil,Legendary,1109,
Constructed Lightsaber,Normal,Legendary,261/264,
Constructed Lightsaber,Hyperspace,Legendary,525,
Constructed Lightsaber,Foil,Legendary,763,
Constructed Lightsaber,Hyperspace Foil,Legendary,1001,
Go Into Hiding,Normal,Common,262/264,
Go Into Hiding,Hyperspace,Common,526,
Go Into Hiding,Foil,Common,764,
Go Into Hiding,Hyperspace Foil,Common,1002,
Last Words,Normal,Common,263/264,
Last Words,Hyperspace,Common,527,
Last Words,Foil,Common,765,
Last Words,Hyperspace Foil,Common,1003,
It's Worse,Normal,Common,264/264,
It's Worse,Hyperspace,Common,528,
It's Worse,Foil,Common,766,
It's Worse,Hyperspace Foil,Common,1004,
