Name,Type,Rarity,Number,Quantity
Shuttle ST-149 - Under Krennic's Authority,Normal,Uncommon,242/262,
Shuttle ST-149 - Under Krennic's Authority,Hyperspace,Uncommon,504,
Shuttle ST-149 - Under Krennic's Authority,Foil,Uncommon,740,
Shuttle ST-149 - Under Krennic's Authority,Hyperspace Foil,Uncommon,976,
Shuttle ST-149 - Under Krennic's Authority,Prestige,Uncommon,1047,
Shuttle ST-149 - Under Krennic's Authority,Prestige Foil,Uncommon,1083,
Quasar TIE Carrier,Normal,Common,243/262,
Quasar TIE Carrier,Hyperspace,Common,505,
Quasar TIE Carrier,Foil,Common,741,
Quasar TIE Carrier,Hyperspace Foil,Common,977,
There Is No Escape,Normal,Rare,244/262,
There Is No Escape,Hyperspace,Rare,506,
There Is No Escape,Foil,Rare,742,
There Is No Escape,Hyperspace Foil,Rare,978,
R2-D2 - Artooooooooo!,Normal,Uncommon,245/262,
R2-D2 - Artooooooooo!,Hyperspace,Uncommon,507,
R2-D2 - Artooooooooo!,Foil,Uncommon,743,
R2-D2 - Artooooooooo!,Hyperspace Foil,Uncommon,979,
Hopeful Volunteer,Normal,Common,246/262,
Hopeful Volunteer,Hyperspace,Common,508,
Hopeful Volunteer,Foil,Common,744,
Hopeful Volunteer,Hyperspace Foil,Common,980,
Resistance X-Wing,Normal,Common,247/262,
Resistance X-Wing,Hyperspace,Common,509,
Resistance X-Wing,Foil,Common,745,
Resistance X-Wing,Hyperspace Foil,Common,981,
Dilapidated Ski Speeder,Normal,Common,248/262,
Dilapidated Ski Speeder,Hyperspace,Common,510,
Dilapidated Ski Speeder,Foil,Common,746,
Dilapidated Ski Speeder,Hyperspace Foil,Common,982,
Millennium Falcon - Get Out And Push,Normal,Special,249/262,
Millennium Falcon - Get Out And Push,Hyperspace,Special,511,
Millennium Falcon - Get Out And Push,Foil,Special,747,
Millennium Falcon - Get Out And Push,Hyperspace Foil,Special,983,
Millennium Falcon - Get Out And Push,Prestige,Special,1048,
Millennium Falcon - Get Out And Push,Prestige Foil,Special,1084,
Millennium Falcon - Get Out And Push,Serialized,Special,1120,
Sabine's Masterpiece - Crazy Colorful,Normal,Rare,250/262,
Sabine's Masterpiece - Crazy Colorful,Hyperspace,Rare,512,
Sabine's Masterpiece - Crazy Colorful,Foil,Rare,748,
Sabine's Masterpiece - Crazy Colorful,Hyperspace Foil,Rare,984,
Sabine's Masterpiece - Crazy Colorful,Prestige,Rare,1049,
Sabine's Masterpiece - Crazy Colorful,Prestige Foil,Rare,1085,
Jedi Light Cruiser,Normal,Common,251/262,
Jedi Light Cruiser,Hyperspace,Common,513,
Jedi Light Cruiser,Foil,Common,749,
Jedi Light Cruiser,Hyperspace Foil,Common,985,
Tantive IV - Fleeing the Empire,Normal,Uncommon,252/262,
Tantive IV - Fleeing the Empire,Hyperspace,Uncommon,514,
Tantive IV - Fleeing the Empire,Foil,Uncommon,750,
Tantive IV - Fleeing the Empire,Hyperspace Foil,Uncommon,986,
Tantive IV - Fleeing the Empire,Prestige,Uncommon,1050,
Tantive IV - Fleeing the Empire,Prestige Foil,Uncommon,1086,
Coordinated Front,Normal,Common,253/262,
Coordinated Front,Hyperspace,Common,515,
Coordinated Front,Foil,Common,751,
Coordinated Front,Hyperspace Foil,Common,987,
Dedicated Wingmen,Normal,Common,254/262,
Dedicated Wingmen,Hyperspace,Common,516,
Dedicated Wingmen,Foil,Common,752,
Dedicated Wingmen,Hyperspace Foil,Common,988,
Sullustan Spacer,Normal,Common,255/262,
Sullustan Spacer,Hyperspace,Common,517,
Sullustan Spacer,Foil,Common,753,
Sullustan Spacer,Hyperspace Foil,Common,989,
Swarming Vulture Droid,Normal,Common,256/262,
Swarming Vulture Droid,Hyperspace,Common,518,
Swarming Vulture Droid,Foil,Common,754,
Swarming Vulture Droid,Hyperspace Foil,Common,990,
Flanking Fang Fighter,Normal,Common,257/262,
Flanking Fang Fighter,Hyperspace,Common,519,
Flanking Fang Fighter,Foil,Common,755,
Flanking Fang Fighter,Hyperspace Foil,Common,991,
Corellian Freighter,Normal,Common,258/262,
Corellian Freighter,Hyperspace,Common,520,
Corellian Freighter,Foil,Common,756,
Corellian Freighter,Hyperspace Foil,Common,992,
Retrofitted Airspeeder,Normal,Uncommon,259/262,
Retrofitted Airspeeder,Hyperspace,Uncommon,521,
Retrofitted Airspeeder,Foil,Uncommon,757,
Retrofitted Airspeeder,Hyperspace Foil,Uncommon,993,
Death Star Plans,Normal,Legendary,260/262,
Death Star Plans,Hyperspace,Legendary,522,
Death Star Plans,Foil,Legendary,758,
Death Star Plans,Hyperspace Foil,Legendary,994,
Attack Run,Normal,Common,261/262,
Attack Run,Hyperspace,Common,523,
Attack Run,Foil,Common,759,
Attack Run,Hyperspace Foil,Common,995,
Evasive Maneuver,Normal,Common,262/262,
Evasive Maneuver,Hyperspace,Common,524,
Evasive Maneuver,Foil,Common,760,
Evasive Maneuver,Hyperspace Foil,Common,996,
