Name,Type,Rarity,Number,Quantity
Political Bully,Hyperspace Foil,Common,997,
Elia Kane - False Convert,Normal,Uncommon,242/264,
Elia Kane - False Convert,Hyperspace,Uncommon,506,
Elia Kane - False Convert,Foil,Uncommon,752,
Elia Kane - False Convert,Hyperspace Foil,Uncommon,998,
FN Trooper Corps,Normal,Common,243/264,
FN Trooper Corps,Hyperspace,Common,507,
FN Trooper Corps,Foil,Common,753,
FN Trooper Corps,Hyperspace Foil,Common,999,
Darth Nihilus - Lord of Hunger,Normal,Legendary,244/264,
Darth Nihilus - Lord of Hunger,Hyperspace,Legendary,508,
Darth Nihilus - Lord of Hunger,Foil,Legendary,754,
Darth Nihilus - Lord of Hunger,Hyperspace Foil,Legendary,1000,
When Has Become Now,Normal,Uncommon,245/264,
When Has Become Now,Hyperspace,Uncommon,509,
When Has Become Now,Foil,Uncommon,755,
When Has Become Now,Hyperspace Foil,Uncommon,1001,
Contempt for Culture,Normal,Common,246/264,
Contempt for Culture,Hyperspace,Common,510,
Contempt for Culture,Foil,Common,756,
Contempt for Culture,Hyperspace Foil,Common,1002,
Evil is Everywhere,Normal,Rare,247/264,
Evil is Everywhere,Hyperspace,Rare,511,
Evil is Everywhere,Foil,Rare,757,
Evil is Everywhere,Hyperspace Foil,Rare,1003,
B2EMO - That's Two Lies,Normal,Uncommon,248/264,
B2EMO - That's Two Lies,Hyperspace,Uncommon,512,
B2EMO - That's Two Lies,Foil,Uncommon,758,
B2EMO - That's Two Lies,Hyperspace Foil,Uncommon,1004,
B2EMO - That's Two Lies,Prestige,Uncommon,1067,
B2EMO - That's Two Lies,Prestige Foil,Uncommon,1110,
High Command Councilor,Normal,Common,249/264,
High Command Councilor,Hyperspace,Common,513,
High Command Councilor,Foil,Common,759,
High Command Councilor,Hyperspace Foil,Common,1005,
Rebel Pathfinder,Normal,Common,250/264,
Rebel Pathfinder,Hyperspace,Common,514,
Rebel Pathfinder,Foil,Common,760,
Rebel Pathfinder,Hyperspace Foil,Common,1006,
Crait Veteran,Normal,Common,251/264,
Crait Veteran,Hyperspace,Common,515,
Crait Veteran,Foil,Common,761,
Crait Veteran,Hyperspace Foil,Common,1007,
Maarva Andor - We've Been Sleeping,Normal,Uncommon,252/264,
Maarva Andor - We've Been Sleeping,Hyperspace,Uncommon,516,
Maarva Andor - We've Been Sleeping,Foil,Uncommon,762,
Maarva Andor - We've Been Sleeping,Hyperspace Foil,Uncommon,1008,
Maarva Andor - We've Been Sleeping,Prestige,Uncommon,1068,
Maarva Andor - We've Been Sleeping,Prestige Foil,Uncommon,1111,
Covert Operative,Normal,Common,253/264,
Covert Operative,Hyperspace,Common,517,
Covert Operative,Foil,Common,763,
Covert Operative,Hyperspace Foil,Common,1009,
Heroic ARC-170,Normal,Common,254/264,
Heroic ARC-170,Hyperspace,Common,518,
Heroic ARC-170,Foil,Common,764,
Heroic ARC-170,Hyperspace Foil,Common,1010,
Remote Escort Tank,Normal,Common,255/264,
Remote Escort Tank,Hyperspace,Common,519,
Remote Escort Tank,Foil,Common,765,
Remote Escort Tank,Hyperspace Foil,Common,1011,
Moral Authority,Normal,Rare,256/264,
Moral Authority,Hyperspace,Rare,520,
Moral Authority,Foil,Rare,766,
Moral Authority,Hyperspace Foil,Rare,1012,
Restore Freedom,Normal,Rare,257/264,
Restore Freedom,Hyperspace,Rare,521,
Restore Freedom,Foil,Rare,767,
Restore Freedom,Hyperspace Foil,Rare,1013,
Grassroots Resistance,Normal,Common,258/264,
Grassroots Resistance,Hyperspace,Common,522,
Grassroots Resistance,Foil,Common,768,
Grassroots Resistance,Hyperspace Foil,Common,1014,
ASP Laborer,Normal,Common,259/264,
ASP Laborer,Hyperspace,Common,523,
ASP Laborer,Foil,Common,769,
ASP Laborer,Hyperspace Foil,Common,1015,
Inspector's Shuttle,Normal,Common,260/264,
Inspector's Shuttle,Hyperspace,Common,524,
Inspector's Shuttle,Foil,Common,770,
Inspector's Shuttle,Hyperspace Foil,Common,1016,
Inspiring Senator,Normal,Common,261/264,
Inspiring Senator,Hyperspace,Common,525,
Inspiring Senator,Foil,Common,771,
Inspiring Senator,Hyperspace Foil,Common,1017,
Ando Commission,Normal,Common,262/264,
Ando Commission,Hyperspace,Common,526,
Ando Commission,Foil,Common,772,
Ando Commission,Hyperspace Foil,Common,1018,
Assassin Probe,Normal,Common,263/264,
Assassin Probe,Hyperspace,Common,527,
Assassin Probe,Foil,Common,773,
Assassin Probe,Hyperspace Foil,Common,1019,
Clandestine Connections,Normal,Common,264/264,
Clandestine Connections,Hyperspace,Common,528,
Clandestine Connections,Foil,Common,774,
Clandestine Connections,Hyperspace Foil,Common,1020,
