Select all table rows,Image,Product Name,Printing,Condition,Rarity,Number,Market Price,"Add to CartWe’re dedicated to helping you save both time and money by finding you the lowest prices around, with priority given to Direct."
Select table row 402,,Evil is Everywhere (Foil),Foil,Near Mint,Rare,757,$0.42,Quantity:1123456789Add To Cart
Select table row 403,,Evil is Everywhere (Hyperspace Foil),Foil,Near Mint,Rare,1003,$0.90,Quantity:1123456789Add To Cart
Select table row 404,,Evil is Everywhere (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,511,$1.05,Quantity:1123456789Add To Cart
Select table row 405,,Exiled from the Force,Normal,Condition:Near MintNear MintLightly Played,Rare,54/264,$0.40,Quantity:1123456789Add To Cart
Select table row 406,,Exiled from the Force (Foil),Foil,Near Mint,Rare,564,$0.27,Quantity:1123456789Add To Cart
Select table row 407,,Exiled from the Force (Hyperspace Foil),Foil,Near Mint,Rare,810,$0.47,Quantity:1123456789Add To Cart
Select table row 408,,Exiled from the Force (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,318,$0.54,Quantity:1123456789Add To Cart
Select table row 409,,FN Trooper Corps,Normal,Near Mint,Common,243/264,$0.11,Quantity:1123456789Add To Cart
Select table row 410,,FN Trooper Corps (Foil),Foil,Near Mint,Common,753,$0.34,Quantity:1123456789Add To Cart
Select table row 411,,FN Trooper Corps (Hyperspace Foil),Foil,Near Mint,Common,999,$0.31,Quantity:1123456789Add To Cart
Select table row 412,,FN Trooper Corps (Hyperspace),Normal,Near Mint,Common,507,$0.21,Quantity:1123456789Add To Cart
Select table row 413,,Faith in Your Friends,Normal,Condition:Near MintNear MintLightly Played,Uncommon,211/264,$0.22,Quantity:1123456789Add To Cart
Select table row 414,,Faith in Your Friends (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,721,$0.21,Quantity:1123456789Add To Cart
Select table row 415,,Faith in Your Friends (Hyperspace Foil),Foil,Near Mint,Uncommon,967,$1.10,Quantity:1123456789Add To Cart
Select table row 416,,Faith in Your Friends (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,475,$0.76,Quantity:1123456789Add To Cart
Select table row 417,,Ferrix Uprising,Normal,Near Mint,Common,130/264,$0.09,Quantity:1123456789Add To Cart
Select table row 418,,Ferrix Uprising (Foil),Foil,Near Mint,Common,640,$0.12,Quantity:1123456789Add To Cart
Select table row 419,,Ferrix Uprising (Hyperspace Foil),Foil,Near Mint,Common,886,$0.74,Quantity:1123456789Add To Cart
Select table row 420,,Ferrix Uprising (Hyperspace),Normal,Near Mint,Common,394,$0.24,Quantity:1123456789Add To Cart
Select table row 421,,Figure of Unity,Normal,Condition:Near MintNear MintLightly Played,Legendary,104/264,$5.89,Quantity:1123456789Add To Cart
Select table row 422,,Figure of Unity (Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,614,$3.80,Quantity:1123456789Add To Cart
Select table row 423,,Figure of Unity (Hyperspace Foil),Foil,Near Mint,Legendary,860,$5.73,Quantity:1123456789Add To Cart
Select table row 424,,Figure of Unity (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,368,$5.30,Quantity:1123456789Add To Cart
Select table row 425,,First Light - Threatening Elegance,Normal,Condition:Near MintNear MintLightly Played,Rare,88/264,$0.52,Quantity:1123456789Add To Cart
Select table row 426,,First Light - Threatening Elegance (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,598,$0.37,Quantity:1123456789Add To Cart
Select table row 427,,First Light - Threatening Elegance (Hyperspace Foil),Foil,Near Mint,Rare,844,$0.53,Quantity:1123456789Add To Cart
Select table row 428,,First Light - Threatening Elegance (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,352,$1.08,Quantity:1123456789Add To Cart
Select table row 429,,First Light - Threatening Elegance (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1114,$2.32,Quantity:1123456789Add To Cart
Select table row 430,,First Light - Threatening Elegance (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1071,$1.20,Quantity:1123456789Add To Cart
Select table row 431,,Fully Armed and Operational,Normal,Condition:Near MintNear MintLightly Played,Rare,194/264,$0.64,Quantity:1123456789Add To Cart
Select table row 432,,Fully Armed and Operational (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,704,$0.42,Quantity:1123456789Add To Cart
Select table row 433,,Fully Armed and Operational (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,950,$1.65,Quantity:1123456789Add To Cart
Select table row 434,,Fully Armed and Operational (Hyperspace),Normal,Near Mint,Rare,458,$0.94,Quantity:1123456789Add To Cart
Select table row 435,,Fulminatrix - Fleet Killer,Normal,Condition:Near MintNear MintLightly Played,Rare,142/264,$1.52,Quantity:1123456789Add To Cart
Select table row 436,,Fulminatrix - Fleet Killer (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,652,$0.87,Quantity:1123456789Add To Cart
Select table row 437,,Fulminatrix - Fleet Killer (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,898,$2.57,Quantity:1123456789Add To Cart
Select table row 438,,Fulminatrix - Fleet Killer (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,406,$3.00,Quantity:1123456789Add To Cart
Select table row 439,,Furtive Handmaiden,Normal,Near Mint,Special,197/264,$1.68,Quantity:1123456789Add To Cart
Select table row 440,,Furtive Handmaiden (Foil),Foil,Near Mint,Special,707,$0.27,Quantity:1123456789Add To Cart
Select table row 441,,Furtive Handmaiden (Hyperspace Foil),Foil,Near Mint,Special,953,$3.29,Quantity:1123456789Add To Cart
Select table row 442,,Furtive Handmaiden (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,461,$1.99,Quantity:1123456789Add To Cart
Select table row 443,,GNK Power Droid,Normal,Condition:Near MintNear MintLightly Played,Common,110/264,$0.15,Quantity:1123456789Add To Cart
Select table row 444,,GNK Power Droid (Foil),Foil,Near Mint,Common,620,$0.18,Quantity:1123456789Add To Cart
Select table row 445,,GNK Power Droid (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,866,$0.67,Quantity:1123456789Add To Cart
Select table row 446,,GNK Power Droid (Hyperspace),Normal,Near Mint,Common,374,$0.54,Quantity:1123456789Add To Cart
Select table row 447,,Galen Erso - You'll Never Win,Normal,Condition:Near MintNear MintLightly Played,Rare,46/264,$1.23,Quantity:1123456789Add To Cart
Select table row 448,,Galen Erso - You'll Never Win (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,556,$0.76,Quantity:1123456789Add To Cart
Select table row 449,,Galen Erso - You'll Never Win (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,802,$1.68,Quantity:1123456789Add To Cart
Select table row 450,,Galen Erso - You'll Never Win (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,310,$2.75,Quantity:1123456789Add To Cart
Select table row 451,,Garindan - Information Broker,Normal,Condition:Near MintNear MintLightly Played,Uncommon,186/264,$0.20,Quantity:1123456789Add To Cart
Select table row 452,,Garindan - Information Broker (Foil),Foil,Near Mint,Uncommon,696,$0.20,Quantity:1123456789Add To Cart
Select table row 453,,Garindan - Information Broker (Hyperspace Foil),Foil,Near Mint,Uncommon,942,$0.65,Quantity:1123456789Add To Cart
Select table row 454,,Garindan - Information Broker (Hyperspace),Normal,Near Mint,Uncommon,450,$0.92,Quantity:1123456789Add To Cart
Select table row 455,,Garindan - Information Broker (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1117,$5.48,Quantity:1123456789Add To Cart
Select table row 456,,Garindan - Information Broker (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1074,$1.39,Quantity:1123456789Add To Cart
Select table row 457,,General Grievous - Scuttling to Safety,Normal,Condition:Near MintNear MintLightly Played,Rare,187/264,$0.74,Quantity:1123456789Add To Cart
Select table row 458,,General Grievous - Scuttling to Safety (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,697,$0.49,Quantity:1123456789Add To Cart
Select table row 459,,General Grievous - Scuttling to Safety (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,943,$1.76,Quantity:1123456789Add To Cart
Select table row 460,,General Grievous - Scuttling to Safety (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,451,$1.30,Quantity:1123456789Add To Cart
Select table row 461,,General Grievous - Scuttling to Safety (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1095,$12.02,Quantity:1123456789Add To Cart
Select table row 462,,General Grievous - Scuttling to Safety (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1052,$4.56,Quantity:1123456789Add To Cart
Select table row 463,,Governor Pryce - Tyrant of Lothal,Normal,Near Mint,Rare,11/264,$0.15,Quantity:1123456789Add To Cart
Select table row 464,,Governor Pryce - Tyrant of Lothal (Hyperspace),Normal,Near Mint,Rare,275,$0.31,Quantity:1123456789Add To Cart
Select table row 465,,Governor Pryce - Tyrant of Lothal (Showcase),Foil,Condition:Near MintNear MintLightly Played,Rare,1031,$58.46,Quantity:1123456789Add To Cart
Select table row 466,,Grand Admiral Thrawn - Grand Schemer,Normal,Condition:Near MintNear MintLightly Played,Legendary,193/264,$4.49,Quantity:1123456789Add To Cart
Select table row 467,,Grand Admiral Thrawn - Grand Schemer (Foil),Foil,Condition:Near MintNear MintLightly PlayedDamaged,Legendary,703,$3.29,Quantity:1123456789Add To Cart
Select table row 468,,Grand Admiral Thrawn - Grand Schemer (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,949,$4.19,Quantity:1123456789Add To Cart
Select table row 469,,Grand Admiral Thrawn - Grand Schemer (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Legendary,457,$3.93,Quantity:1123456789Add To Cart
Select table row 470,,Grand Admiral Thrawn - Grand Schemer (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Legendary,1097,$11.03,Quantity:1123456789Add To Cart
Select table row 471,,Grand Admiral Thrawn - Grand Schemer (Prestige),Normal,Condition:Near MintNear MintLightly Played,Legendary,1054,$7.60,Quantity:1123456789Add To Cart
Select table row 472,,Grand Moff Tarkin - Taking Krennic's Achievement,Normal,Condition:Near MintNear MintLightly Played,Rare,192/264,$0.55,Quantity:1123456789Add To Cart
Select table row 473,,Grand Moff Tarkin - Taking Krennic's Achievement (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,702,$0.42,Quantity:1123456789Add To Cart
Select table row 474,,Grand Moff Tarkin - Taking Krennic's Achievement (Hyperspace Foil),Foil,Near Mint,Rare,948,$3.22,Quantity:1123456789Add To Cart
Select table row 475,,Grand Moff Tarkin - Taking Krennic's Achievement (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,456,$0.93,Quantity:1123456789Add To Cart
Select table row 476,,Grand Moff Tarkin - Taking Krennic's Achievement (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1096,$4.97,Quantity:1123456789Add To Cart
Select table row 477,,Grand Moff Tarkin - Taking Krennic's Achievement (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1053,$2.01,Quantity:1123456789Add To Cart
Select table row 478,,Grassroots Resistance,Normal,Near Mint,Common,258/264,$0.08,Quantity:1123456789Add To Cart
Select table row 479,,Grassroots Resistance (Foil),Foil,Near Mint,Common,768,$0.11,Quantity:1123456789Add To Cart
Select table row 480,,Grassroots Resistance (Hyperspace Foil),Foil,Near Mint,Common,1014,$0.22,Quantity:1123456789Add To Cart
Select table row 481,,Grassroots Resistance (Hyperspace),Normal,Near Mint,Common,522,$0.28,Quantity:1123456789Add To Cart
Select table row 482,,Heroic ARC-170,Normal,Near Mint,Common,254/264,$0.08,Quantity:1123456789Add To Cart
Select table row 483,,Heroic ARC-170 (Foil),Foil,Near Mint,Common,764,$0.15,Quantity:1123456789Add To Cart
Select table row 484,,Heroic ARC-170 (Hyperspace Foil),Foil,Near Mint,Common,1010,$0.27,Quantity:1123456789Add To Cart
Select table row 485,,Heroic ARC-170 (Hyperspace),Normal,Near Mint,Common,518,$0.23,Quantity:1123456789Add To Cart
Select table row 486,,High Command Councilor,Normal,Near Mint,Common,249/264,$0.07,Quantity:1123456789Add To Cart
Select table row 487,,High Command Councilor (Foil),Foil,Near Mint,Common,759,$0.12,Quantity:1123456789Add To Cart
Select table row 488,,High Command Councilor (Hyperspace Foil),Foil,Near Mint,Common,1005,$0.24,Quantity:1123456789Add To Cart
Select table row 489,,High Command Councilor (Hyperspace),Normal,Near Mint,Common,513,$0.32,Quantity:1123456789Add To Cart
Select table row 490,,Hired Slicer,Normal,Condition:Near MintNear MintLightly Played,Uncommon,220/264,$0.11,Quantity:1123456789Add To Cart
Select table row 491,,Hired Slicer (Foil),Foil,Near Mint,Uncommon,730,$0.15,Quantity:1123456789Add To Cart
Select table row 492,,Hired Slicer (Hyperspace Foil),Foil,Near Mint,Uncommon,976,$0.75,Quantity:1123456789Add To Cart
Select table row 493,,Hired Slicer (Hyperspace),Normal,Near Mint,Uncommon,484,$0.18,Quantity:1123456789Add To Cart
Select table row 494,,Hondo Ohnaka - You Better Hurry,Normal,Condition:Near MintNear MintLightly Played,Uncommon,140/264,$0.20,Quantity:1123456789Add To Cart
Select table row 495,,Hondo Ohnaka - You Better Hurry (Foil),Foil,Near Mint,Uncommon,650,$0.19,Quantity:1123456789Add To Cart
Select table row 496,,Hondo Ohnaka - You Better Hurry (Hyperspace Foil),Foil,Near Mint,Uncommon,896,$0.33,Quantity:1123456789Add To Cart
Select table row 497,,Hondo Ohnaka - You Better Hurry (Hyperspace),Normal,Near Mint,Uncommon,404,$0.40,Quantity:1123456789Add To Cart
Select table row 498,,Hunter - Extraordinary Tracker,Normal,Condition:Near MintNear MintLightly Played,Uncommon,208/264,$0.12,Quantity:1123456789Add To Cart
Select table row 499,,Hunter - Extraordinary Tracker (Foil),Foil,Near Mint,Uncommon,718,$0.17,Quantity:1123456789Add To Cart
Select table row 500,,Hunter - Extraordinary Tracker (Hyperspace Foil),Foil,Near Mint,Uncommon,964,$0.31,Quantity:1123456789Add To Cart
Select table row 501,,Hunter - Extraordinary Tracker (Hyperspace),Normal,Near Mint,Uncommon,472,$0.33,Quantity:1123456789Add To Cart
Select table row 502,,Hunting Assassin Droid,Normal,Condition:Near MintNear MintLightly Played,Common,134/264,$0.11,Quantity:1123456789Add To Cart
Select table row 503,,Hunting Assassin Droid (Foil),Foil,Near Mint,Common,644,$0.14,Quantity:1123456789Add To Cart
Select table row 504,,Hunting Assassin Droid (Hyperspace Foil),Foil,Near Mint,Common,890,$0.39,Quantity:1123456789Add To Cart
Select table row 505,,Hunting Assassin Droid (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,398,$0.65,Quantity:1123456789Add To Cart
Select table row 506,,Hutt Cartel Starfighter,Normal,Near Mint,Common,240/264,$0.09,Quantity:1123456789Add To Cart
Select table row 507,,Hutt Cartel Starfighter (Foil),Foil,Near Mint,Common,750,$0.11,Quantity:1123456789Add To Cart
Select table row 508,,Hutt Cartel Starfighter (Hyperspace Foil),Foil,Near Mint,Common,996,$0.57,Quantity:1123456789Add To Cart
Select table row 509,,Hutt Cartel Starfighter (Hyperspace),Normal,Near Mint,Common,504,$0.27,Quantity:1123456789Add To Cart
Select table row 510,,Hyperspace Disaster,Normal,Condition:Near MintNear MintLightly Played,Rare,78/264,$4.11,Quantity:1123456789Add To Cart
Select table row 511,,Hyperspace Disaster (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,588,$2.23,Quantity:1123456789Add To Cart
Select table row 512,,Hyperspace Disaster (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,834,$4.73,Quantity:1123456789Add To Cart
Select table row 513,,Hyperspace Disaster (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,342,$5.44,Quantity:1123456789Add To Cart
Select table row 514,,I Am the Senate,Normal,Condition:Near MintNear MintLightly Played,Special,92/264,$4.97,Quantity:1123456789Add To Cart
Select table row 515,,I Am the Senate (Foil),Foil,Condition:Near MintNear MintLightly Played,Special,602,$0.32,Quantity:1123456789Add To Cart
Select table row 516,,I Am the Senate (Hyperspace Foil),Foil,Near Mint,Special,848,$0.93,Quantity:1123456789Add To Cart
Select table row 517,,I Am the Senate (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Special,356,$2.30,Quantity:1123456789Add To Cart
Select table row 518,,ISB Agent,Normal,Near Mint,Common,184/264,$0.08,Quantity:1123456789Add To Cart
Select table row 519,,ISB Agent (Foil),Foil,Near Mint,Common,694,$0.11,Quantity:1123456789Add To Cart
Select table row 520,,ISB Agent (Hyperspace Foil),Foil,Near Mint,Common,940,$0.31,Quantity:1123456789Add To Cart
Select table row 521,,ISB Agent (Hyperspace),Normal,Near Mint,Common,448,$0.18,Quantity:1123456789Add To Cart
Select table row 522,,ISB Shuttle,Normal,Near Mint,Common,83/264,$0.11,Quantity:1123456789Add To Cart
Select table row 523,,ISB Shuttle (Foil),Foil,Near Mint,Common,593,$0.40,Quantity:1123456789Add To Cart
Select table row 524,,ISB Shuttle (Hyperspace Foil),Foil,Near Mint,Common,839,$0.54,Quantity:1123456789Add To Cart
Select table row 525,,ISB Shuttle (Hyperspace),Normal,Near Mint,Common,347,$0.23,Quantity:1123456789Add To Cart
Select table row 526,,Imperial Dark Trooper,Normal,Condition:Near MintNear MintLightly Played,Common,80/264,$0.24,Quantity:1123456789Add To Cart
Select table row 527,,Imperial Dark Trooper (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,590,$0.28,Quantity:1123456789Add To Cart
Select table row 528,,Imperial Dark Trooper (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,836,$2.48,Quantity:1123456789Add To Cart
Select table row 529,,Imperial Dark Trooper (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,344,$0.77,Quantity:1123456789Add To Cart
Select table row 530,,Imperial Occupier,Normal,Near Mint,Common,132/264,$0.13,Quantity:1123456789Add To Cart
Select table row 531,,Imperial Occupier (Foil),Foil,Near Mint,Common,642,$0.14,Quantity:1123456789Add To Cart
Select table row 532,,Imperial Occupier (Hyperspace Foil),Foil,Near Mint,Common,888,$0.27,Quantity:1123456789Add To Cart
Select table row 533,,Imperial Occupier (Hyperspace),Normal,Near Mint,Common,396,$0.22,Quantity:1123456789Add To Cart
Select table row 534,,Imperial Prison Complex // Experience,Normal,Near Mint,Common,23/264 // T02/T02,$0.06,Quantity:1123456789Add To Cart
Select table row 535,,Imperial Prison Complex // Experience (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,287 // T04/T04,$0.28,Quantity:1123456789Add To Cart
Select table row 536,,Imperial Prison Complex // Spy,Normal,Near Mint,Common,23/264 // T01/T02,$0.07,Quantity:1123456789Add To Cart
Select table row 537,,Imperial Prison Complex // Spy (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Common,287 // T03/T04,$0.36,Quantity:1123456789Add To Cart
Select table row 538,,Implicate,Normal,Near Mint,Rare,231/264,$0.43,Quantity:1123456789Add To Cart
Select table row 539,,Implicate (Foil),Foil,Near Mint,Rare,741,$0.26,Quantity:1123456789Add To Cart
Select table row 540,,Implicate (Hyperspace Foil),Foil,Near Mint,Rare,987,$0.85,Quantity:1123456789Add To Cart
Select table row 541,,Implicate (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,495,$0.94,Quantity:1123456789Add To Cart
Select table row 542,,Inner Rim Coalition,Normal,Near Mint,Common,154/264,$0.08,Quantity:1123456789Add To Cart
Select table row 543,,Inner Rim Coalition (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,664,$0.16,Quantity:1123456789Add To Cart
Select table row 544,,Inner Rim Coalition (Hyperspace Foil),Foil,Near Mint,Common,910,$0.23,Quantity:1123456789Add To Cart
Select table row 545,,Inner Rim Coalition (Hyperspace),Normal,Near Mint,Common,418,$0.19,Quantity:1123456789Add To Cart
Select table row 546,,Inspector's Shuttle,Normal,Condition:Near MintNear MintLightly Played,Common,260/264,$0.06,Quantity:1123456789Add To Cart
Select table row 547,,Inspector's Shuttle (Foil),Foil,Near Mint,Common,770,$0.13,Quantity:1123456789Add To Cart
Select table row 548,,Inspector's Shuttle (Hyperspace Foil),Foil,Near Mint,Common,1016,$0.24,Quantity:1123456789Add To Cart
Select table row 549,,Inspector's Shuttle (Hyperspace),Normal,Near Mint,Common,524,$0.25,Quantity:1123456789Add To Cart
Select table row 550,,Inspiring Senator,Normal,Near Mint,Common,261/264,$0.05,Quantity:1123456789Add To Cart
Select table row 551,,Inspiring Senator (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,771,$0.11,Quantity:1123456789Add To Cart
Select table row 552,,Inspiring Senator (Hyperspace Foil),Foil,Near Mint,Common,1017,$0.31,Quantity:1123456789Add To Cart
Select table row 553,,Inspiring Senator (Hyperspace),Normal,Near Mint,Common,525,$0.23,Quantity:1123456789Add To Cart
Select table row 554,,It's Not Over Yet,Normal,Condition:Near MintNear MintLightly Played,Uncommon,177/264,$0.11,Quantity:1123456789Add To Cart
Select table row 555,,It's Not Over Yet (Foil),Foil,Near Mint,Uncommon,687,$0.19,Quantity:1123456789Add To Cart
Select table row 556,,It's Not Over Yet (Hyperspace Foil),Foil,Near Mint,Uncommon,933,$0.36,Quantity:1123456789Add To Cart
Select table row 557,,It's Not Over Yet (Hyperspace),Normal,Near Mint,Uncommon,441,$0.19,Quantity:1123456789Add To Cart
Select table row 558,,Jabba the Hutt - Wonderful Human Being,Normal,Near Mint,Common,2/264,$0.06,Quantity:1123456789Add To Cart
Select table row 559,,Jabba the Hutt - Wonderful Human Being (Hyperspace),Normal,Near Mint,Common,266,$0.17,Quantity:1123456789Add To Cart
Select table row 560,,Jabba the Hutt - Wonderful Human Being (Showcase),Foil,Condition:Near MintNear MintModerately Played,Common,1022,$82.35,Quantity:1123456789Add To Cart
Select table row 561,,Jade Squadron Patrol,Normal,Near Mint,Common,49/264,$0.08,Quantity:1123456789Add To Cart
Select table row 562,,Jade Squadron Patrol (Foil),Foil,Near Mint,Common,559,$0.14,Quantity:1123456789Add To Cart
Select table row 563,,Jade Squadron Patrol (Hyperspace Foil),Foil,Near Mint,Common,805,$0.25,Quantity:1123456789Add To Cart
Select table row 564,,Jade Squadron Patrol (Hyperspace),Normal,Near Mint,Common,313,$0.29,Quantity:1123456789Add To Cart
Select table row 565,,Jar Jar Binks - Mesa Propose,Normal,Condition:Near MintNear MintLightly Played,Uncommon,111/264,$0.26,Quantity:1123456789Add To Cart
Select table row 566,,Jar Jar Binks - Mesa Propose (Foil),Foil,Near Mint,Uncommon,621,$0.37,Quantity:1123456789Add To Cart
Select table row 567,,Jar Jar Binks - Mesa Propose (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,867,$3.50,Quantity:1123456789Add To Cart
Select table row 568,,Jar Jar Binks - Mesa Propose (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Uncommon,375,$1.38,Quantity:1123456789Add To Cart
Select table row 569,,Jar Jar Binks - Mesa Propose (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1100,$11.24,Quantity:1123456789Add To Cart
Select table row 570,,Jar Jar Binks - Mesa Propose (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1057,$6.15,Quantity:1123456789Add To Cart
Select table row 571,,Jar Jar Binks - Mesa Propose (Serialized),Foil,Near Mint,Uncommon,1143,$136.66,Quantity:1123456789Add To Cart
Select table row 572,,Junior Senator,Normal,Near Mint,Common,200/264,$0.09,Quantity:1123456789Add To Cart
Select table row 573,,Junior Senator (Foil),Foil,Near Mint,Common,710,$0.12,Quantity:1123456789Add To Cart
Select table row 574,,Junior Senator (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Common,956,$0.26,Quantity:1123456789Add To Cart
Select table row 575,,Junior Senator (Hyperspace),Normal,Near Mint,Common,464,$0.37,Quantity:1123456789Add To Cart
Select table row 576,,Karis Nemik - Freedom is a Pure Idea,Normal,Condition:Near MintNear MintLightly PlayedModerately Played,Rare,148/264,$15.37,Quantity:1123456789Add To Cart
Select table row 577,,Karis Nemik - Freedom is a Pure Idea (Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,658,$12.07,Quantity:1123456789Add To Cart
Select table row 578,,Karis Nemik - Freedom is a Pure Idea (Hyperspace Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,904,$13.09,Quantity:1123456789Add To Cart
Select table row 579,,Karis Nemik - Freedom is a Pure Idea (Hyperspace),Normal,Condition:Near MintNear MintLightly Played,Rare,412,$16.05,Quantity:1123456789Add To Cart
Select table row 580,,Karis Nemik - Freedom is a Pure Idea (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Rare,1105,$19.19,Quantity:1123456789Add To Cart
Select table row 581,,Karis Nemik - Freedom is a Pure Idea (Prestige),Normal,Condition:Near MintNear MintLightly Played,Rare,1062,$18.34,Quantity:1123456789Add To Cart
Select table row 582,,Karis Nemik - Freedom is a Pure Idea (Serialized),Foil,Near Mint,Rare,1148,$145.00,Quantity:1123456789Add To Cart
Select table row 583,,Kaydel Connix - For Our Survival,Normal,Condition:Near MintNear MintLightly Played,Uncommon,149/264,$0.12,Quantity:1123456789Add To Cart
Select table row 584,,Kaydel Connix - For Our Survival (Foil),Foil,Near Mint,Uncommon,659,$0.16,Quantity:1123456789Add To Cart
Select table row 585,,Kaydel Connix - For Our Survival (Hyperspace Foil),Foil,Near Mint,Uncommon,905,$0.30,Quantity:1123456789Add To Cart
Select table row 586,,Kaydel Connix - For Our Survival (Hyperspace),Normal,Near Mint,Uncommon,413,$0.41,Quantity:1123456789Add To Cart
Select table row 587,,Kazuda Xiono - I'm Not A Spy,Normal,Condition:Near MintNear MintLightly Played,Uncommon,151/264,$0.16,Quantity:1123456789Add To Cart
Select table row 588,,Kazuda Xiono - I'm Not A Spy (Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,661,$0.16,Quantity:1123456789Add To Cart
Select table row 589,,Kazuda Xiono - I'm Not A Spy (Hyperspace Foil),Foil,Near Mint,Uncommon,907,$0.38,Quantity:1123456789Add To Cart
Select table row 590,,Kazuda Xiono - I'm Not A Spy (Hyperspace),Normal,Near Mint,Uncommon,415,$1.01,Quantity:1123456789Add To Cart
Select table row 591,,Kino Loy - You Answer to Me,Normal,Condition:Near MintNear MintLightly Played,Uncommon,114/264,$0.11,Quantity:1123456789Add To Cart
Select table row 592,,Kino Loy - You Answer to Me (Foil),Foil,Near Mint,Uncommon,624,$0.18,Quantity:1123456789Add To Cart
Select table row 593,,Kino Loy - You Answer to Me (Hyperspace Foil),Foil,Near Mint,Uncommon,870,$0.51,Quantity:1123456789Add To Cart
Select table row 594,,Kino Loy - You Answer to Me (Hyperspace),Normal,Near Mint,Uncommon,378,$0.31,Quantity:1123456789Add To Cart
Select table row 595,,Kino Loy - You Answer to Me (Prestige Foil),Foil,Condition:Near MintNear MintLightly Played,Uncommon,1118,$3.00,Quantity:1123456789Add To Cart
Select table row 596,,Kino Loy - You Answer to Me (Prestige),Normal,Condition:Near MintNear MintLightly Played,Uncommon,1075,$1.77,Quantity:1123456789Add To Cart
Select table row 597,,Knowledge and Defense,Normal,Condition:Near MintNear MintLightly Played,Common,75/264,$0.11,Quantity:1123456789Add To Cart
Select table row 598,,Knowledge and Defense (Foil),Foil,Condition:Near MintNear MintLightly Played,Common,585,$0.17,Quantity:1123456789Add To Cart
Select table row 599,,Knowledge and Defense (Hyperspace Foil),Foil,Near Mint,Common,831,$0.32,Quantity:1123456789Add To Cart
Select table row 600,,Knowledge and Defense (Hyperspace),Normal,Near Mint,Common,339,$0.36,Quantity:1123456789Add To Cart
